"","ClassID","UserID","NumTrial","Condition","ColorOrWord","WordDisplayed","ColorOfStimulus","ColorOfResponse","ReactionTime"
"1897",4331,74949,57,"BInc","C","YEXXXX","G","G",896
"1898",4331,74949,58,"BInc","C","REX","Y","Y",656
"1899",4331,74949,59,"BInc","C","YEXXXX","G","G",607
"1900",4331,74949,60,"BInc","C","BLXX","Y","Y",575
"1901",4331,74993,1,"IncW","C","BLUE","Y","Y",1093
"1902",4331,74993,2,"IncW","C","GREEN","R","R",1264
"1903",4331,74993,3,"IncW","C","YELLOW","B","B",991
"1904",4331,74993,4,"IncW","C","BLUE","R","R",1008
"1905",4331,74993,5,"IncW","C","RED","Y","Y",863
"1906",4331,74993,6,"IncW","C","YELLOW","B","B",959
"1907",4331,74993,7,"IncW","C","GREEN","Y","Y",911
"1908",4331,74993,8,"IncW","C","YELLOW","R","R",1279
"1909",4331,74993,9,"IncW","C","RED","G","G",1024
"1910",4331,74993,10,"IncW","C","BLUE","R","R",911
"1911",4331,74993,11,"IncW","C","YELLOW","B","B",960
"1912",4331,74993,12,"IncW","C","RED","Y","Y",833
"1913",4331,74993,13,"IncW","C","GREEN","R","R",848
"1914",4331,74993,14,"IncW","C","RED","B","B",880
"1915",4331,74993,15,"IncW","C","GREEN","R","R",992
"1916",4331,74993,16,"IncW","C","YELLOW","G","G",880
"1917",4331,74993,17,"IncW","C","GREEN","R","R",992
"1918",4331,74993,18,"IncW","C","YELLOW","G","G",944
"1919",4331,74993,19,"IncW","C","BLUE","R","R",1040
"1920",4331,74993,20,"IncW","C","RED","B","B",1088
"1921",4331,74993,21,"ConW","C","YELLOW","Y","Y",790
"1922",4331,74993,22,"ConW","C","BLUE","B","B",847
"1923",4331,74993,23,"ConW","C","YELLOW","Y","Y",847
"1924",4331,74993,24,"ConW","C","GREEN","G","G",783
"1925",4331,74993,25,"ConW","C","BLUE","B","B",816
"1926",4331,74993,26,"ConW","C","YELLOW","Y","Y",752
"1927",4331,74993,27,"ConW","C","GREEN","G","G",784
"1928",4331,74993,28,"ConW","C","RED","R","R",816
"1929",4331,74993,29,"ConW","C","GREEN","G","G",768
"1930",4331,74993,30,"ConW","C","RED","R","R",800
"1931",4331,74993,31,"ConW","C","YELLOW","Y","Y",736
"1932",4331,74993,32,"ConW","C","RED","R","R",1057
"1933",4331,74993,33,"ConW","C","YELLOW","Y","Y",752
"1934",4331,74993,34,"ConW","C","GREEN","G","G",784
"1935",4331,74993,35,"ConW","C","BLUE","B","B",752
"1936",4331,74993,36,"ConW","C","GREEN","G","G",720
"1937",4331,74993,37,"ConW","C","RED","R","R",768
"1938",4331,74993,38,"ConW","C","BLUE","B","B",816
"1939",4331,74993,39,"ConW","C","GREEN","G","G",928
"1940",4331,74993,40,"ConW","C","YELLOW","Y","Y",752
"1941",4331,74994,1,"ConW","C","BLUE","B","B",1253
"1942",4331,74994,2,"ConW","C","YELLOW","Y","Y",798
"1943",4331,74994,3,"ConW","C","BLUE","B","B",864
"1944",4331,74994,4,"ConW","C","YELLOW","Y","Y",640
"1945",4331,74994,5,"ConW","C","RED","R","R",799
"1946",4331,74994,6,"ConW","C","YELLOW","Y","Y",880
"1947",4331,74994,7,"ConW","C","BLUE","B","B",831
"1948",4331,74994,8,"ConW","C","RED","R","R",703
"1949",4331,74994,9,"ConW","C","GREEN","G","G",655
"1950",4331,74994,10,"ConW","C","RED","R","R",719
"1951",4331,74994,11,"ConW","C","GREEN","G","G",960
"1952",4331,74994,12,"ConW","C","YELLOW","Y","Y",624
"1953",4331,74994,13,"ConW","C","BLUE","B","B",783
"1954",4331,74994,14,"ConW","C","GREEN","G","G",944
"1955",4331,74994,15,"ConW","C","YELLOW","Y","Y",736
"1956",4331,74994,16,"ConW","C","GREEN","G","G",912
"1957",4331,74994,17,"ConW","C","YELLOW","Y","Y",768
"1958",4331,74994,18,"ConW","C","RED","R","R",640
"1959",4331,74994,19,"ConW","C","GREEN","G","G",1056
"1960",4331,74994,20,"ConW","C","RED","R","R",672
"1961",4331,74994,21,"IncW","C","YELLOW","B","B",1159
"1962",4331,74994,22,"IncW","C","GREEN","R","R",864
"1963",4331,74994,23,"IncW","C","YELLOW","B","B",1152
"1964",4331,74994,24,"IncW","C","BLUE","Y","Y",1216
"1965",4331,74994,25,"IncW","C","YELLOW","G","G",1055
"1966",4331,74994,26,"IncW","C","RED","B","G",1199
"1967",4331,74994,27,"IncW","C","GREEN","Y","Y",2303
"1968",4331,74994,28,"IncW","C","BLUE","G","G",1647
"1969",4331,74994,29,"IncW","C","RED","B","B",1168
"1970",4331,74994,30,"IncW","C","GREEN","Y","Y",1008
"1971",4331,74994,31,"IncW","C","RED","G","G",976
"1972",4331,74994,32,"IncW","C","BLUE","Y","Y",1184
"1973",4331,74994,33,"IncW","C","GREEN","R","R",960
"1974",4331,74994,34,"IncW","C","RED","Y","Y",1040
"1975",4331,74994,35,"IncW","C","YELLOW","G","G",1408
"1976",4331,74994,36,"IncW","C","GREEN","B","B",1072
"1977",4331,74994,37,"IncW","C","YELLOW","G","G",1232
"1978",4331,74994,38,"IncW","C","BLUE","Y","Y",1040
"1979",4331,74994,39,"IncW","C","RED","B","B",1727
"1980",4331,74994,40,"IncW","C","BLUE","G","G",1231
"1981",4331,74995,1,"IncW","C","YELLOW","B","B",884
"1982",4331,74995,2,"IncW","C","RED","Y","Y",894
"1983",4331,74995,3,"IncW","C","BLUE","G","G",879
"1984",4331,74995,4,"IncW","C","RED","Y","Y",1119
"1985",4331,74995,5,"IncW","C","BLUE","G","G",991
"1986",4331,74995,6,"IncW","C","RED","Y","Y",1377
"1987",4331,74995,7,"IncW","C","YELLOW","B","B",992
"1988",4331,74995,8,"IncW","C","BLUE","R","R",1216
"1989",4331,74995,9,"IncW","C","YELLOW","B","B",1232
"1990",4331,74995,10,"IncW","C","BLUE","Y","Y",816
"1991",4331,74995,11,"IncW","C","RED","G","G",752
"1992",4331,74995,12,"IncW","C","YELLOW","R","R",1440
"1993",4331,74995,13,"IncW","C","GREEN","B","B",1183
"1994",4331,74995,14,"IncW","C","YELLOW","G","G",864
"1995",4331,74995,15,"IncW","C","BLUE","Y","Y",848
"1996",4331,74995,16,"IncW","C","YELLOW","R","R",913
"1997",4331,74995,17,"IncW","C","GREEN","Y","Y",1103
"1998",4331,74995,18,"IncW","C","YELLOW","G","G",831
"1999",4331,74995,19,"IncW","C","BLUE","R","R",1423
"2000",4331,74995,20,"IncW","C","RED","B","B",1727
"2001",4331,74995,21,"ConW","C","GREEN","G","G",806
"2002",4331,74995,22,"ConW","C","YELLOW","Y","Y",801
"2003",4331,74995,23,"ConW","C","GREEN","G","G",752
"2004",4331,74995,24,"ConW","C","YELLOW","Y","Y",688
"2005",4331,74995,25,"ConW","C","BLUE","B","B",704
"2006",4331,74995,26,"ConW","C","GREEN","G","G",880
"2007",4331,74995,27,"ConW","C","BLUE","B","B",880
"2008",4331,74995,28,"ConW","C","RED","R","R",784
"2009",4331,74995,29,"ConW","C","GREEN","G","G",736
"2010",4331,74995,30,"ConW","C","BLUE","B","B",736
"2011",4331,74995,31,"ConW","C","YELLOW","Y","Y",928
"2012",4331,74995,32,"ConW","C","RED","R","R",896
"2013",4331,74995,33,"ConW","C","GREEN","G","G",719
"2014",4331,74995,34,"ConW","C","RED","R","R",879
"2015",4331,74995,35,"ConW","C","BLUE","B","B",800
"2016",4331,74995,36,"ConW","C","RED","R","R",911
"2017",4331,74995,37,"ConW","C","BLUE","B","B",815
"2018",4331,74995,38,"ConW","C","RED","R","R",880
"2019",4331,74995,39,"ConW","C","BLUE","B","B",719
"2020",4331,74995,40,"ConW","C","YELLOW","Y","Y",720
"2021",4331,74996,1,"IncW","C","YELLOW","G","G",1204
"2022",4331,74996,2,"IncW","C","GREEN","Y","Y",1150
"2023",4331,74996,3,"IncW","C","YELLOW","G","G",1487
"2024",4331,74996,4,"IncW","C","RED","Y","Y",1311
"2025",4331,74996,5,"IncW","C","YELLOW","G","G",912
"2026",4331,74996,6,"IncW","C","BLUE","Y","Y",1247
"2027",4331,74996,7,"IncW","C","RED","G","G",1040
"2028",4331,74996,8,"IncW","C","GREEN","R","R",912
"2029",4331,74996,9,"IncW","C","RED","Y","Y",1104
"2030",4331,74996,10,"IncW","C","YELLOW","R","R",961
"2031",4331,74996,11,"IncW","C","GREEN","B","B",1040
"2032",4331,74996,12,"IncW","C","YELLOW","G","G",1152
"2033",4331,74996,13,"IncW","C","BLUE","Y","Y",1744
"2034",4331,74996,14,"IncW","C","YELLOW","B","B",1168
"2035",4331,74996,15,"IncW","C","BLUE","G","G",959
"2036",4331,74996,16,"IncW","C","RED","Y","Y",1279
"2037",4331,74996,17,"IncW","C","YELLOW","B","B",895
"2038",4331,74996,18,"IncW","C","BLUE","G","G",943
"2039",4331,74996,19,"IncW","C","YELLOW","R","R",976
"2040",4331,74996,20,"IncW","C","GREEN","Y","Y",1024
"2041",4331,74996,21,"ConW","C","BLUE","B","B",1047
"2042",4331,74996,22,"ConW","C","GREEN","G","G",880
"2043",4331,74996,23,"ConW","C","RED","R","R",912
"2044",4331,74996,24,"ConW","C","GREEN","G","G",832
"2045",4331,74996,25,"ConW","C","YELLOW","Y","Y",832
"2046",4331,74996,26,"ConW","C","GREEN","G","G",945
"2047",4331,74996,27,"ConW","C","BLUE","B","B",896
"2048",4331,74996,28,"ConW","C","RED","R","R",976
"2049",4331,74996,29,"ConW","C","YELLOW","Y","Y",976
"2050",4331,74996,30,"ConW","C","GREEN","G","G",1087
"2051",4331,74996,31,"ConW","C","RED","R","R",975
"2052",4331,74996,32,"ConW","C","YELLOW","Y","Y",911
"2053",4331,74996,33,"ConW","C","GREEN","G","G",847
"2054",4331,74996,34,"ConW","C","BLUE","B","B",831
"2055",4331,74996,35,"ConW","C","YELLOW","Y","Y",832
"2056",4331,74996,36,"ConW","C","BLUE","B","B",768
"2057",4331,74996,37,"ConW","C","YELLOW","Y","Y",801
"2058",4331,74996,38,"ConW","C","GREEN","G","G",864
"2059",4331,74996,39,"ConW","C","YELLOW","Y","Y",816
"2060",4331,74996,40,"ConW","C","GREEN","G","G",816
"2061",4331,74997,1,"ConW","C","YELLOW","Y","Y",1285
"2062",4331,74997,2,"ConW","C","BLUE","B","B",1054
"2063",4331,74997,3,"ConW","C","YELLOW","Y","Y",799
"2064",4331,74997,4,"ConW","C","GREEN","G","G",862
"2065",4331,74997,5,"ConW","C","RED","R","R",847
"2066",4331,74997,6,"ConW","C","BLUE","B","B",831
"2067",4331,74997,7,"ConW","C","GREEN","G","G",895
"2068",4331,74997,8,"ConW","C","YELLOW","Y","Y",480
"2069",4331,74997,9,"ConW","C","GREEN","G","G",816
"2070",4331,74997,10,"ConW","C","BLUE","B","B",816
"2071",4331,74997,11,"ConW","C","GREEN","G","G",737
"2072",4331,74997,12,"ConW","C","RED","R","R",736
"2073",4331,74997,13,"ConW","C","BLUE","B","B",752
"2074",4331,74997,14,"ConW","C","YELLOW","Y","Y",704
"2075",4331,74997,15,"ConW","C","GREEN","G","G",672
"2076",4331,74997,16,"ConW","C","BLUE","B","B",752
"2077",4331,74997,17,"ConW","C","RED","R","R",592
"2078",4331,74997,18,"ConW","C","BLUE","B","B",736
"2079",4331,74997,19,"ConW","C","YELLOW","Y","Y",672
"2080",4331,74997,20,"ConW","C","RED","R","R",768
"2081",4331,74997,21,"IncW","C","GREEN","Y","Y",1782
"2082",4331,74997,22,"IncW","C","YELLOW","G","G",1695
"2083",4331,74997,23,"IncW","C","BLUE","R","R",1083
"2084",4331,74997,24,"IncW","C","GREEN","B","B",693
"2085",4331,74997,25,"IncW","C","RED","Y","Y",912
"2086",4331,74997,26,"IncW","C","BLUE","R","R",864
"2087",4331,74997,27,"IncW","C","RED","G","G",1393
"2088",4331,74997,28,"IncW","C","BLUE","R","R",880
"2089",4331,74997,29,"IncW","C","RED","G","G",2320
"2090",4331,74997,30,"IncW","C","BLUE","Y","Y",800
"2091",4331,74997,31,"IncW","C","YELLOW","G","G",880
"2092",4331,74997,32,"IncW","C","GREEN","B","B",928
"2093",4331,74997,33,"IncW","C","RED","Y","Y",1377
"2094",4331,74997,34,"IncW","C","BLUE","G","G",1407
"2095",4331,74997,35,"IncW","C","YELLOW","R","R",1888
"2096",4331,74997,36,"IncW","C","GREEN","Y","Y",911
"2097",4331,74997,37,"IncW","C","RED","B","B",991
"2098",4331,74997,38,"IncW","C","GREEN","Y","Y",1584
"2099",4331,74997,39,"IncW","C","BLUE","G","G",1040
"2100",4331,74997,40,"IncW","C","RED","B","B",1200
"2101",4331,75687,1,"ConW","C","BLUE","B","B",1601
"2102",4331,75687,2,"ConW","C","GREEN","G","G",1326
"2103",4331,75687,3,"ConW","C","YELLOW","Y","Y",846
"2104",4331,75687,4,"ConW","C","BLUE","B","B",769
"2105",4331,75687,5,"ConW","C","RED","R","R",783
"2106",4331,75687,6,"ConW","C","YELLOW","Y","Y",1504
"2107",4331,75687,7,"ConW","C","BLUE","B","B",1040
"2108",4331,75687,8,"ConW","C","RED","R","R",832
"2109",4331,75687,9,"ConW","C","BLUE","B","B",960
"2110",4331,75687,10,"ConW","C","GREEN","G","G",1136
"2111",4331,75687,11,"ConW","C","YELLOW","Y","Y",959
"2112",4331,75687,12,"ConW","C","BLUE","B","B",751
"2113",4331,75687,13,"ConW","C","RED","R","R",783
"2114",4331,75687,14,"ConW","C","BLUE","B","B",800
"2115",4331,75687,15,"ConW","C","GREEN","G","G",815
"2116",4331,75687,16,"ConW","C","YELLOW","Y","Y",1024
"2117",4331,75687,17,"ConW","C","BLUE","B","B",1136
"2118",4331,75687,18,"ConW","C","RED","R","R",752
"2119",4331,75687,19,"ConW","C","BLUE","B","B",1120
"2120",4331,75687,20,"ConW","C","YELLOW","Y","Y",784
"2121",4331,75687,21,"IncW","C","BLUE","R","R",1943
"2122",4331,75687,22,"IncW","C","YELLOW","B","Y",880
"2123",4331,75687,23,"IncW","C","RED","G","G",5135
"2124",4331,75687,24,"IncW","C","YELLOW","B","B",1489
"2125",4331,75687,25,"IncW","C","GREEN","R","R",2416
"2126",4331,75687,26,"IncW","C","BLUE","G","G",1920
"2127",4331,75687,27,"IncW","C","GREEN","R","R",2400
"2128",4331,75687,28,"IncW","C","BLUE","Y","Y",1216
"2129",4331,75687,29,"IncW","C","RED","B","B",3265
"2130",4331,75687,30,"IncW","C","GREEN","R","R",1775
"2131",4331,75687,31,"IncW","C","YELLOW","B","B",2591
"2132",4331,75687,32,"IncW","C","RED","Y","Y",2656
"2133",4331,75687,33,"IncW","C","GREEN","B","B",1232
"2134",4331,75687,34,"IncW","C","RED","G","G",977
"2135",4331,75687,35,"IncW","C","GREEN","B","B",1584
"2136",4331,75687,36,"IncW","C","BLUE","G","G",1104
"2137",4331,75687,37,"IncW","C","GREEN","Y","Y",1360
"2138",4331,75687,38,"IncW","C","YELLOW","B","B",1504
"2139",4331,75687,39,"IncW","C","BLUE","Y","Y",1120
"2140",4331,75687,40,"IncW","C","YELLOW","B","B",944
"2141",4331,75688,1,"ConW","C","YELLOW","Y","Y",790
"2142",4331,75688,2,"ConW","C","RED","R","R",687
"2143",4331,75688,3,"ConW","C","YELLOW","Y","Y",640
"2144",4331,75688,4,"ConW","C","BLUE","B","B",863
"2145",4331,75688,5,"ConW","C","YELLOW","Y","Y",1247
"2146",4331,75688,6,"ConW","C","GREEN","G","G",623
"2147",4331,75688,7,"ConW","C","BLUE","B","B",943
"2148",4331,75688,8,"ConW","C","RED","R","R",767
"2149",4331,75688,9,"ConW","C","BLUE","B","B",1040
"2150",4331,75688,10,"ConW","C","RED","R","R",735
"2151",4331,75688,11,"ConW","C","YELLOW","Y","Y",944
"2152",4331,75688,12,"ConW","C","RED","R","R",688
"2153",4331,75688,13,"ConW","C","YELLOW","Y","Y",624
"2154",4331,75688,14,"ConW","C","BLUE","B","B",880
"2155",4331,75688,15,"ConW","C","YELLOW","Y","Y",640
"2156",4331,75688,16,"ConW","C","RED","R","R",640
"2157",4331,75688,17,"ConW","C","BLUE","B","B",848
"2158",4331,75688,18,"ConW","C","YELLOW","Y","Y",929
"2159",4331,75688,19,"ConW","C","BLUE","B","B",688
"2160",4331,75688,20,"ConW","C","GREEN","G","G",608
"2161",4331,75688,21,"BCon","C","REX","R","R",902
"2162",4331,75688,22,"BCon","C","BLXX","B","B",704
"2163",4331,75688,23,"BCon","C","REX","R","R",704
"2164",4331,75688,24,"BCon","C","BLXX","B","B",640
"2165",4331,75688,25,"BCon","C","YEXXXX","Y","Y",672
"2166",4331,75688,26,"BCon","C","GRXXX","G","G",944
"2167",4331,75688,27,"BCon","C","REX","R","R",592
"2168",4331,75688,28,"BCon","C","YEXXXX","Y","Y",656
"2169",4331,75688,29,"BCon","C","GRXXX","G","G",608
"2170",4331,75688,30,"BCon","C","REX","R","R",528
"2171",4331,75688,31,"BCon","C","BLXX","B","B",720
"2172",4331,75688,32,"BCon","C","REX","R","R",528
"2173",4331,75688,33,"BCon","C","YEXXXX","Y","Y",672
"2174",4331,75688,34,"BCon","C","GRXXX","G","G",480
"2175",4331,75688,35,"BCon","C","YEXXXX","Y","Y",640
"2176",4331,75688,36,"BCon","C","BLXX","B","B",720
"2177",4331,75688,37,"BCon","C","REX","R","R",656
"2178",4331,75688,38,"BCon","C","YEXXXX","Y","Y",1041
"2179",4331,75688,39,"BCon","C","GRXXX","G","G",624
"2180",4331,75688,40,"BCon","C","BLXX","B","B",1152
"2181",4331,75688,41,"IncW","C","GREEN","Y","Y",1126
"2182",4331,75688,42,"IncW","C","BLUE","G","G",1007
"2183",4331,75688,43,"IncW","C","RED","B","R",656
"2184",4331,75688,44,"IncW","C","GREEN","R","R",2369
"2185",4331,75688,45,"IncW","C","RED","Y","Y",1120
"2186",4331,75688,46,"IncW","C","GREEN","B","B",1280
"2187",4331,75688,47,"IncW","C","RED","G","G",960
"2188",4331,75688,48,"IncW","C","BLUE","R","R",976
"2189",4331,75688,49,"IncW","C","RED","G","G",1216
"2190",4331,75688,50,"IncW","C","BLUE","R","B",1120
"2191",4331,75688,51,"IncW","C","RED","B","G",2465
"2192",4331,75688,52,"IncW","C","BLUE","R","R",1120
"2193",4331,75688,53,"IncW","C","YELLOW","B","B",1919
"2194",4331,75688,54,"IncW","C","BLUE","G","G",1135
"2195",4331,75688,55,"IncW","C","RED","Y","Y",1391
"2196",4331,75688,56,"IncW","C","YELLOW","G","G",1151
"2197",4331,75688,57,"IncW","C","BLUE","Y","Y",1423
"2198",4331,75688,58,"IncW","C","GREEN","R","R",1200
"2199",4331,75688,59,"IncW","C","BLUE","Y","Y",1473
"2200",4331,75688,60,"IncW","C","YELLOW","B","B",1216
"2201",4331,75755,1,"IncW","C","BLUE","Y","B",2969
"2202",4331,75755,2,"IncW","C","GREEN","B","B",125
"2203",4331,75755,3,"IncW","C","RED","Y","Y",4203
"2204",4331,75755,4,"IncW","C","GREEN","R","R",1469
"2205",4331,75755,5,"IncW","C","RED","B","B",1781
"2206",4331,75755,6,"IncW","C","BLUE","G","G",1719
"2207",4331,75755,7,"IncW","C","RED","B","B",1265
"2208",4331,75755,8,"IncW","C","BLUE","Y","Y",1516
"2209",4331,75755,9,"IncW","C","GREEN","R","R",1687
"2210",4331,75755,10,"IncW","C","BLUE","G","B",1578
"2211",4331,75755,11,"IncW","C","GREEN","B","B",1969
"2212",4331,75755,12,"IncW","C","RED","Y","Y",1656
"2213",4331,75755,13,"IncW","C","GREEN","R","R",1266
"2214",4331,75755,14,"IncW","C","BLUE","G","G",1344
"2215",4331,75755,15,"IncW","C","RED","B","B",1672
"2216",4331,75755,16,"IncW","C","GREEN","R","R",1453
"2217",4331,75755,17,"IncW","C","YELLOW","B","B",1812
"2218",4331,75755,18,"IncW","C","GREEN","Y","Y",2031
"2219",4331,75755,19,"IncW","C","RED","G","G",1110
"2220",4331,75755,20,"IncW","C","BLUE","R","R",1453
"2221",4331,75755,21,"ConW","C","GREEN","G","G",1282
"2222",4331,75755,22,"ConW","C","BLUE","B","B",1046
"2223",4331,75755,23,"ConW","C","GREEN","G","G",1110
"2224",4331,75755,24,"ConW","C","BLUE","B","B",1234
"2225",4331,75755,25,"ConW","C","GREEN","G","G",1000
"2226",4331,75755,26,"ConW","C","YELLOW","Y","Y",970
"2227",4331,75755,27,"ConW","C","BLUE","B","B",1078
"2228",4331,75755,28,"ConW","C","GREEN","G","G",812
"2229",4331,75755,29,"ConW","C","YELLOW","Y","Y",1375
"2230",4331,75755,30,"ConW","C","RED","R","R",1359
"2231",4331,75755,31,"ConW","C","BLUE","B","B",1016
"2232",4331,75755,32,"ConW","C","YELLOW","Y","Y",1406
"2233",4331,75755,33,"ConW","C","BLUE","B","B",1172
"2234",4331,75755,34,"ConW","C","RED","R","R",1672
"2235",4331,75755,35,"ConW","C","YELLOW","Y","Y",2469
"2236",4331,75755,36,"ConW","C","BLUE","B","B",1250
"2237",4331,75755,37,"ConW","C","RED","R","R",1531
"2238",4331,75755,38,"ConW","C","YELLOW","Y","Y",1594
"2239",4331,75755,39,"ConW","C","RED","R","R",1500
"2240",4331,75755,40,"ConW","C","GREEN","G","G",1312
"2241",4331,75757,1,"ConW","C","BLUE","B","B",1313
"2242",4331,75757,2,"ConW","C","GREEN","G","G",641
"2243",4331,75757,3,"ConW","C","RED","R","R",531
"2244",4331,75757,4,"ConW","C","BLUE","B","B",547
"2245",4331,75757,5,"ConW","C","YELLOW","Y","Y",641
"2246",4331,75757,6,"ConW","C","GREEN","G","G",515
"2247",4331,75757,7,"ConW","C","BLUE","B","B",500
"2248",4331,75757,8,"ConW","C","GREEN","G","G",688
"2249",4331,75757,9,"ConW","C","RED","R","R",485
"2250",4331,75757,10,"ConW","C","YELLOW","Y","Y",515
"2251",4331,75757,11,"ConW","C","RED","R","R",532
"2252",4331,75757,12,"ConW","C","GREEN","G","G",640
"2253",4331,75757,13,"ConW","C","BLUE","B","B",1281
"2254",4331,75757,14,"ConW","C","RED","R","R",563
"2255",4331,75757,15,"ConW","C","BLUE","B","B",546
"2256",4331,75757,16,"ConW","C","GREEN","G","G",547
"2257",4331,75757,17,"ConW","C","RED","R","R",610
"2258",4331,75757,18,"ConW","C","GREEN","G","G",593
"2259",4331,75757,19,"ConW","C","YELLOW","Y","Y",579
"2260",4331,75757,20,"ConW","C","GREEN","G","G",515
"2261",4331,75757,21,"IncW","C","BLUE","R","R",734
"2262",4331,75757,22,"IncW","C","GREEN","B","B",891
"2263",4331,75757,23,"IncW","C","RED","Y","Y",797
"2264",4331,75757,24,"IncW","C","BLUE","R","R",1047
"2265",4331,75757,25,"IncW","C","RED","Y","Y",828
"2266",4331,75757,26,"IncW","C","BLUE","G","G",937
"2267",4331,75757,27,"IncW","C","GREEN","B","B",1203
"2268",4331,75757,28,"IncW","C","BLUE","G","G",969
"2269",4331,75757,29,"IncW","C","GREEN","Y","Y",813
"2270",4331,75757,30,"IncW","C","BLUE","R","R",1109
"2271",4331,75757,31,"IncW","C","YELLOW","B","B",1453
"2272",4331,75757,32,"IncW","C","BLUE","Y","Y",859
"2273",4331,75757,33,"IncW","C","YELLOW","B","B",1250
"2274",4331,75757,34,"IncW","C","BLUE","Y","Y",750
"2275",4331,75757,35,"IncW","C","RED","B","B",1063
"2276",4331,75757,36,"IncW","C","BLUE","R","R",625
"2277",4331,75757,37,"IncW","C","RED","Y","Y",656
"2278",4331,75757,38,"IncW","C","BLUE","G","G",875
"2279",4331,75757,39,"IncW","C","GREEN","R","R",1062
"2280",4331,75757,40,"IncW","C","YELLOW","B","B",1422
"2281",4331,75757,41,"BCon","C","BLXX","B","B",1422
"2282",4331,75757,42,"BCon","C","GRXXX","G","G",688
"2283",4331,75757,43,"BCon","C","REX","R","R",578
"2284",4331,75757,44,"BCon","C","YEXXXX","Y","Y",609
"2285",4331,75757,45,"BCon","C","GRXXX","G","G",610
"2286",4331,75757,46,"BCon","C","YEXXXX","Y","Y",640
"2287",4331,75757,47,"BCon","C","BLXX","B","B",547
"2288",4331,75757,48,"BCon","C","GRXXX","G","G",828
"2289",4331,75757,49,"BCon","C","REX","R","R",563
"2290",4331,75757,50,"BCon","C","YEXXXX","Y","Y",625
"2291",4331,75757,51,"BCon","C","GRXXX","G","G",640
"2292",4331,75757,52,"BCon","C","REX","R","R",579
"2293",4331,75757,53,"BCon","C","BLXX","B","B",578
"2294",4331,75757,54,"BCon","C","YEXXXX","Y","Y",531
"2295",4331,75757,55,"BCon","C","GRXXX","G","G",625
"2296",4331,75757,56,"BCon","C","BLXX","B","B",563
"2297",4331,75757,57,"BCon","C","GRXXX","G","G",547
"2298",4331,75757,58,"BCon","C","BLXX","B","B",593
"2299",4331,75757,59,"BCon","C","REX","R","R",484
"2300",4331,75757,60,"BCon","C","GRXXX","G","G",563
"2301",4331,74626,1,"ConW","C","GREEN","G","G",884
"2302",4331,74626,2,"ConW","C","BLUE","B","B",701
"2303",4331,74626,3,"ConW","C","RED","R","R",655
"2304",4331,74626,4,"ConW","C","BLUE","B","B",624
"2305",4331,74626,5,"ConW","C","RED","R","R",559
"2306",4331,74626,6,"ConW","C","GREEN","G","G",896
"2307",4331,74626,7,"ConW","C","YELLOW","Y","Y",687
"2308",4331,74626,8,"ConW","C","RED","R","R",687
"2309",4331,74626,9,"ConW","C","BLUE","B","B",640
"2310",4331,74626,10,"ConW","C","RED","R","R",608
"2311",4331,74626,11,"ConW","C","BLUE","B","B",639
"2312",4331,74626,12,"ConW","C","YELLOW","Y","Y",656
"2313",4331,74626,13,"ConW","C","GREEN","G","G",640
"2314",4331,74626,14,"ConW","C","RED","R","R",655
"2315",4331,74626,15,"ConW","C","YELLOW","Y","Y",640
"2316",4331,74626,16,"ConW","C","GREEN","G","G",592
"2317",4331,74626,17,"ConW","C","BLUE","B","G",767
"2318",4331,74626,18,"ConW","C","YELLOW","Y","Y",1295
"2319",4331,74626,19,"ConW","C","RED","R","R",702
"2320",4331,74626,20,"ConW","C","GREEN","G","G",655
"2321",4331,74626,21,"IncW","C","YELLOW","B","B",1077
"2322",4331,74626,22,"IncW","C","GREEN","R","R",1247
"2323",4331,74626,23,"IncW","C","YELLOW","G","Y",704
"2324",4331,74626,24,"IncW","C","BLUE","Y","Y",1135
"2325",4331,74626,25,"IncW","C","RED","G","G",1071
"2326",4331,74626,26,"IncW","C","BLUE","Y","Y",1008
"2327",4331,74626,27,"IncW","C","GREEN","R","R",1007
"2328",4331,74626,28,"IncW","C","YELLOW","G","G",1104
"2329",4331,74626,29,"IncW","C","GREEN","R","R",1039
"2330",4331,74626,30,"IncW","C","BLUE","Y","Y",1024
"2331",4331,74626,31,"IncW","C","GREEN","R","R",1215
"2332",4331,74626,32,"IncW","C","RED","B","B",1008
"2333",4331,74626,33,"IncW","C","BLUE","G","G",1038
"2334",4331,74626,34,"IncW","C","RED","Y","Y",1119
"2335",4331,74626,35,"IncW","C","GREEN","B","B",1230
"2336",4331,74626,36,"IncW","C","YELLOW","G","G",1182
"2337",4331,74626,37,"IncW","C","BLUE","R","R",1135
"2338",4331,74626,38,"IncW","C","RED","G","G",1071
"2339",4331,74626,39,"IncW","C","GREEN","B","B",1167
"2340",4331,74626,40,"IncW","C","BLUE","R","R",1407
"2341",4331,74652,1,"IncW","C","YELLOW","B","B",1781
"2342",4331,74652,2,"IncW","C","RED","Y","Y",1486
"2343",4331,74652,3,"IncW","C","BLUE","R","R",1119
"2344",4331,74652,4,"IncW","C","GREEN","B","B",959
"2345",4331,74652,5,"IncW","C","RED","G","G",831
"2346",4331,74652,6,"IncW","C","BLUE","R","R",1008
"2347",4331,74652,7,"IncW","C","RED","G","G",944
"2348",4331,74652,8,"IncW","C","BLUE","R","R",1024
"2349",4331,74652,9,"IncW","C","GREEN","B","B",1360
